frame_num,class_id,confidence,left,top,right,bottom,center_x,center_y,timestamp
697,0,0.376,414,35,606,684,510,359,1748893084.894825
698,0,0.583,414,37,606,645,510,341,1748893084.9127617
699,0,0.425,414,36,606,676,510,356,1748893084.9287088
700,0,0.447,414,36,605,640,510,338,1748893084.9468594
701,0,0.500,413,35,605,678,509,357,1748893084.9614
702,0,0.509,413,36,604,659,509,347,1748893084.979343
703,0,0.552,413,36,604,693,508,365,1748893084.9957166
704,0,0.532,411,35,603,667,507,351,1748893085.0131664
705,0,0.660,411,37,603,686,507,362,1748893085.0296578
706,0,0.559,410,36,602,681,506,358,1748893085.0467732
707,0,0.532,408,36,603,597,505,316,1748893085.0649853
708,0,0.502,407,35,603,676,505,355,1748893085.0796099
709,0,0.700,406,35,603,555,505,295,1748893085.0992565
710,0,0.690,408,34,604,683,506,359,1748893085.1099787
711,0,0.637,408,35,605,685,506,360,1748893085.1313562
712,0,0.709,408,35,605,688,507,362,1748893085.1453533
713,0,0.622,409,36,606,694,508,365,1748893085.1654205
714,0,0.655,409,37,606,689,508,363,1748893085.176648
715,0,0.566,409,35,607,683,508,359,1748893085.1957183
716,0,0.610,408,38,608,670,508,354,1748893085.2121677
717,0,0.720,410,38,608,688,509,363,1748893085.2300708
718,0,0.510,411,37,608,691,510,364,1748893085.246774
719,0,0.662,411,38,609,690,510,364,1748893085.2649508
720,0,0.674,411,35,609,689,510,362,1748893085.2823563
721,0,0.692,411,36,607,675,509,355,1748893085.2966933
722,0,0.680,410,36,607,684,509,360,1748893085.3160317
723,0,0.715,409,35,607,682,508,359,1748893085.331427
724,0,0.749,409,34,606,681,508,357,1748893085.348044
725,0,0.703,408,34,606,667,507,351,1748893085.3618824
726,0,0.646,408,33,605,668,507,351,1748893085.382127
727,0,0.664,407,34,605,687,506,361,1748893085.3952951
728,0,0.641,406,36,604,680,505,358,1748893085.4149296
729,0,0.428,406,34,603,683,505,358,1748893085.429951
730,0,0.344,403,32,603,650,503,341,1748893085.4437516
731,0,0.511,406,34,602,684,504,359,1748893085.460536
732,0,0.524,406,33,602,682,504,357,1748893085.4786186
733,0,0.468,407,33,602,673,504,353,1748893085.496716
734,0,0.494,407,33,602,672,505,353,1748893085.5101604
735,0,0.542,409,32,603,564,506,298,1748893085.531524
736,0,0.520,410,31,603,634,507,333,1748893085.5465386
737,0,0.514,411,32,603,649,507,340,1748893085.5660408
738,0,0.580,411,30,604,599,508,315,1748893085.5768254
739,0,0.616,412,33,605,669,508,351,1748893085.594631
740,0,0.513,413,32,605,633,509,332,1748893085.612227
741,0,0.586,413,32,606,594,510,313,1748893085.6307807
742,0,0.539,414,31,607,676,510,354,1748893085.6447725
743,0,0.607,415,32,608,658,511,345,1748893085.6616542
744,0,0.572,415,31,608,667,512,349,1748893085.6773534
745,0,0.542,416,30,609,675,512,352,1748893085.694985
746,0,0.601,415,31,610,670,512,351,1748893085.7119746
747,0,0.577,416,32,610,647,513,339,1748893085.729266
748,0,0.452,417,32,611,687,514,359,1748893085.7487185
749,0,0.505,415,31,611,667,513,349,1748893085.763181
750,0,0.570,415,33,611,651,513,342,1748893085.782471
751,0,0.522,415,34,612,619,513,327,1748893085.7934022
752,0,0.592,416,32,612,685,514,358,1748893085.8155832
753,0,0.592,415,32,612,578,513,305,1748893085.8291993
754,0,0.565,416,31,612,635,514,333,1748893085.8484755
755,0,0.625,415,32,612,671,514,351,1748893085.8620267
756,0,0.597,414,33,611,666,513,349,1748893085.8791711
757,0,0.507,414,33,611,663,512,348,1748893085.8950617
758,0,0.500,415,34,610,648,513,341,1748893085.9121847
759,0,0.538,415,35,610,629,513,332,1748893085.9290214
760,0,0.599,415,34,610,673,512,353,1748893085.9474304
761,0,0.538,416,33,609,628,512,330,1748893085.9636385
762,0,0.581,416,33,609,607,512,320,1748893085.9801111
763,0,0.503,416,34,608,658,512,346,1748893085.999344
764,0,0.607,416,32,608,671,512,352,1748893086.0099947
765,0,0.589,416,33,607,669,511,351,1748893086.0317166
766,0,0.617,415,34,607,636,511,335,1748893086.0432537
767,0,0.540,415,33,606,666,510,350,1748893086.0645816
768,0,0.519,415,35,606,601,510,318,1748893086.078324
769,0,0.594,414,34,606,674,510,354,1748893086.09505
770,0,0.530,413,33,605,673,509,353,1748893086.1109664
771,0,0.538,413,31,606,681,509,356,1748893086.1285446
772,0,0.508,413,32,606,684,509,358,1748893086.1441703
773,0,0.495,413,31,606,680,509,355,1748893086.1623232
774,0,0.618,414,30,606,562,510,296,1748893086.1790614
775,0,0.578,415,30,607,681,511,355,1748893086.1930714
776,0,0.545,416,28,608,584,512,306,1748893086.214901
777,0,0.412,417,31,609,598,513,314,1748893086.229247
778,0,0.386,420,30,611,688,515,359,1748893086.249074
779,0,0.399,421,31,611,609,516,320,1748893086.2595603
780,0,0.286,422,31,613,688,518,360,1748893086.2816567
781,0,0.307,424,31,615,588,519,309,1748893086.294993
782,0,0.484,426,30,615,555,520,293,1748893086.3117518
783,0,0.276,425,29,617,585,521,307,1748893086.3284802
784,0,0.388,426,30,617,560,522,295,1748893086.3456264
786,0,0.290,426,30,619,607,522,318,1748893086.3788009
787,0,0.265,426,29,619,638,522,334,1748893086.3959112
789,0,0.257,425,28,618,615,522,322,1748893086.429954
792,0,0.495,424,31,616,559,520,295,1748893086.480493
793,0,0.344,425,30,616,568,520,299,1748893086.495846
794,0,0.427,425,32,616,587,521,310,1748893086.516796
795,0,0.372,425,32,616,566,521,299,1748893086.5315685
796,0,0.474,425,29,616,554,520,292,1748893086.5452332
797,0,0.554,425,30,616,554,521,292,1748893086.5623717
798,0,0.343,425,29,617,543,521,286,1748893086.578492
799,0,0.398,426,29,617,551,522,290,1748893086.595527
800,0,0.375,427,30,616,529,522,280,1748893086.6119163
801,0,0.353,428,28,618,545,523,287,1748893086.6294103
802,0,0.269,429,28,617,525,523,276,1748893086.647073
803,0,0.255,430,29,618,531,524,280,1748893086.6628892
804,0,0.314,432,28,619,525,525,277,1748893086.6815968
805,0,0.513,433,27,620,541,527,284,1748893086.6933393
806,0,0.526,433,27,621,530,527,278,1748893086.711821
807,0,0.526,434,28,622,535,528,282,1748893086.7289393
808,0,0.585,436,28,624,497,530,262,1748893086.746821
809,0,0.582,438,32,626,526,532,279,1748893086.7615666
810,0,0.543,441,31,627,545,534,288,1748893086.7785218
811,0,0.496,442,31,628,543,535,287,1748893086.7948794
812,0,0.415,443,33,629,540,536,286,1748893086.8115623
813,0,0.442,443,32,630,526,537,279,1748893086.8277473
814,0,0.407,444,35,632,536,538,286,1748893086.8456569
815,0,0.381,444,34,632,542,538,288,1748893086.8652542
816,0,0.539,445,32,633,545,539,289,1748893086.876684
817,0,0.554,445,33,633,551,539,292,1748893086.8976052
818,0,0.563,446,33,634,535,540,284,1748893086.9127283
819,0,0.548,446,33,634,546,540,289,1748893086.933197
820,0,0.506,447,33,635,525,541,279,1748893086.9468386
821,0,0.485,447,32,634,548,541,290,1748893086.9652302
822,0,0.500,448,34,635,552,541,293,1748893086.9797735
823,0,0.368,448,37,635,509,541,273,1748893086.996221
824,0,0.534,448,34,635,545,541,290,1748893087.011779
825,0,0.499,448,35,634,545,541,290,1748893087.0288684
826,0,0.507,448,35,634,525,541,280,1748893087.0449157
827,0,0.472,448,33,633,544,541,289,1748893087.0608978
828,0,0.570,447,33,633,540,540,287,1748893087.081958
829,0,0.593,447,32,633,514,540,273,1748893087.0987294
830,0,0.676,446,32,634,538,540,285,1748893087.113027
831,0,0.580,446,30,632,521,539,275,1748893087.129162
832,0,0.661,446,31,632,538,539,284,1748893087.1485684
833,0,0.615,445,31,631,488,538,259,1748893087.1596215
834,0,0.653,445,31,631,532,538,281,1748893087.1822944
835,0,0.619,446,30,631,521,538,276,1748893087.1956084
836,0,0.691,446,29,631,533,538,281,1748893087.2132678
837,0,0.598,447,32,631,499,539,265,1748893087.227986
838,0,0.546,447,31,632,530,539,280,1748893087.2453878
839,0,0.368,448,34,633,520,540,277,1748893087.2614453
840,0,0.416,448,33,634,510,541,272,1748893087.2799728
842,0,0.662,451,32,635,528,543,280,1748893087.312637
843,0,0.449,452,34,636,535,544,284,1748893087.3305366
844,0,0.431,452,35,637,535,544,285,1748893087.347832
845,0,0.499,453,33,639,533,546,283,1748893087.366611
846,0,0.338,454,35,639,527,546,281,1748893087.3788154
847,0,0.376,454,36,640,538,547,287,1748893087.395624
848,0,0.325,452,38,642,548,547,293,1748893087.4126139
850,0,0.460,455,36,643,543,549,290,1748893087.44317
854,0,0.261,451,37,643,550,547,294,1748893087.5107846
856,0,0.335,455,35,643,537,549,286,1748893087.5478263
858,0,0.392,454,33,642,547,548,290,1748893087.580919
860,0,0.370,454,32,642,533,548,283,1748893087.6131966
866,0,0.402,458,29,646,526,552,278,1748893087.7104652
867,0,0.300,455,29,646,522,551,276,1748893087.732264
878,0,0.255,458,29,646,523,552,276,1748893087.9106283
881,0,0.281,454,29,644,520,549,275,1748893087.9611332
884,0,0.313,450,28,643,537,547,283,1748893088.0127516
885,0,0.251,453,28,643,524,548,276,1748893088.029196
889,0,0.304,454,28,644,543,549,286,1748893088.0941517
894,0,0.283,452,24,642,534,547,279,1748893088.1783602
896,0,0.374,449,22,640,539,544,280,1748893088.2132618
897,0,0.390,449,21,639,536,544,278,1748893088.228516
898,0,0.487,447,19,639,544,543,282,1748893088.246018
899,0,0.452,447,19,638,543,542,281,1748893088.2615185
900,0,0.488,446,20,637,528,542,274,1748893088.279506
901,0,0.546,446,20,637,547,541,283,1748893088.2958426
902,0,0.578,446,20,636,511,541,266,1748893088.3130667
903,0,0.538,445,21,636,544,541,282,1748893088.3339887
904,0,0.593,446,20,636,534,541,277,1748893088.345563
905,0,0.553,446,19,637,539,541,279,1748893088.3656654
906,0,0.503,447,20,638,527,543,273,1748893088.3799615
907,0,0.403,448,19,640,538,544,279,1748893088.4000173
908,0,0.324,448,19,642,543,545,281,1748893088.4105492
909,0,0.251,449,20,645,520,547,270,1748893088.4315276
910,0,0.286,451,24,647,546,549,285,1748893088.4467006
912,0,0.277,456,23,654,544,555,284,1748893088.4779353
916,0,0.363,468,24,666,552,567,288,1748893088.5470061
929,0,0.258,466,26,664,552,565,289,1748893088.760299
939,0,0.380,465,29,661,551,563,290,1748893088.9272492
942,0,0.308,465,29,662,566,563,298,1748893088.9764206
944,0,0.364,465,29,662,554,563,291,1748893089.0112953
958,0,0.418,466,29,665,556,565,293,1748893089.2437084
1044,0,0.420,502,42,692,522,597,282,1748893090.6775737
1045,0,0.277,506,55,695,526,601,291,1748893090.697317
